URLLength,DomainLength,IsDomainIP,TLDLength,NoOfSubDomain,NoOfLettersInURL,LetterRatioInURL,NoOfDigitsInURL,DigitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpecialCharRatioInURL,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,IsHTTPS,Bank,Pay,Crypto,SuspiciousWords,URLDepth,AvgTokenLength,label
26,15,0,3,1,17,0.654,4,0.154,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.25,0
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
24,12,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
29,18,0,2,1,23,0.793,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.6,1
20,8,0,3,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.75,1
25,8,0,2,1,17,0.68,3,0.12,0,0,0,0,0.0,1,1,0.091,1,0,0,0,0,1,5.0,0
22,10,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
25,15,0,2,1,19,0.76,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.8,0
26,16,0,2,1,20,0.769,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.0,0
31,16,0,3,2,23,0.742,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,0
44,33,0,2,3,38,0.864,0,0.0,0,0,0,0,0.0,0,0,0.0,1,1,0,0,0,0,7.6,0
36,24,0,3,3,28,0.778,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.667,0
29,18,0,3,2,23,0.793,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.6,0
21,9,0,3,1,15,0.714,1,0.048,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
36,23,0,3,1,31,0.861,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,10.333,0
93,14,0,5,2,77,0.828,9,0.097,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,14.333,0
20,9,0,3,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.75,0
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
35,22,0,3,2,27,0.771,2,0.057,0,0,0,0,0.0,1,1,0.038,1,0,0,0,0,0,7.25,0
82,69,0,4,3,67,0.817,8,0.098,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,15.0,0
75,24,0,3,2,65,0.867,3,0.04,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,2,11.333,0
20,3,0,2,1,13,0.65,1,0.05,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,1,2.8,0
43,31,0,3,3,32,0.744,3,0.07,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.833,0
22,12,0,2,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.25,0
31,20,0,2,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,1
99,69,0,4,3,77,0.778,11,0.111,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,1,8.8,0
27,16,0,2,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
25,14,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.0,0
20,8,0,3,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.75,1
24,12,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
24,12,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
20,10,0,2,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.75,0
23,12,0,2,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
24,14,0,2,2,18,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.6,0
58,12,0,3,2,48,0.828,1,0.017,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,3,6.125,0
36,24,0,3,1,31,0.861,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.75,1
71,24,0,2,2,56,0.789,2,0.028,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,1,4.833,0
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
95,17,0,3,1,79,0.832,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,9,5.267,0
27,15,0,3,1,19,0.704,3,0.111,0,0,0,0,0.0,1,3,0.158,1,0,0,0,0,0,5.5,1
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
23,12,0,2,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
22,11,0,2,2,16,0.727,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.2,1
28,15,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.667,0
28,15,0,3,2,17,0.607,4,0.143,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.2,0
21,11,0,2,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.0,0
21,10,0,2,2,15,0.714,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.0,1
253,9,1,3,3,172,0.68,41,0.162,5,3,4,0,0.0,1,1,0.077,0,0,0,0,2,1,6.871,0
19,7,0,3,1,14,0.737,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.5,1
29,17,0,3,1,23,0.793,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.6,1
25,13,0,4,1,19,0.76,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,3.8,0
37,26,0,3,2,31,0.838,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.2,0
34,23,0,2,2,28,0.824,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.6,1
32,21,0,3,1,24,0.75,3,0.094,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.75,0
70,59,0,2,8,54,0.771,4,0.057,0,0,0,0,0.0,1,1,0.016,0,0,0,0,0,0,5.8,0
27,16,0,2,2,21,0.778,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.2,1
23,12,0,2,2,17,0.739,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.4,1
34,21,0,3,2,21,0.618,6,0.176,0,0,0,0,0.0,1,2,0.08,1,0,0,0,0,0,5.4,0
27,16,0,2,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
22,10,0,3,1,16,0.727,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.0,0
35,22,0,3,2,27,0.771,2,0.057,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.25,0
18,7,0,2,1,13,0.722,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.25,1
27,12,0,3,1,20,0.741,1,0.037,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,1,4.2,0
26,15,0,2,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
26,15,0,2,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
25,14,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.0,0
67,4,0,2,1,54,0.806,7,0.104,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,12.2,0
28,17,0,2,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
23,12,0,2,2,17,0.739,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.4,1
22,11,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.25,0
29,18,0,2,2,23,0.793,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.6,1
26,13,0,4,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
112,35,0,2,2,95,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,1,6,5.938,0
32,20,0,3,1,26,0.812,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.2,1
28,18,0,2,2,22,0.786,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.4,0
32,20,0,3,1,27,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,1,1,0,0,1,0,6.75,1
34,21,0,3,2,21,0.618,6,0.176,0,0,0,0,0.0,1,2,0.08,1,0,0,0,0,0,5.4,0
32,21,0,2,1,26,0.812,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.2,1
64,39,0,2,3,53,0.828,2,0.031,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,6.875,0
57,4,0,2,1,41,0.719,6,0.105,1,1,0,0,0.0,1,1,0.143,1,0,0,0,0,2,5.222,0
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
196,16,0,2,3,170,0.867,13,0.066,1,1,0,0,0.0,0,0,0.0,1,0,0,0,0,3,15.25,0
32,20,0,3,1,27,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.75,1
41,29,0,3,2,35,0.854,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.0,1
25,15,0,2,2,19,0.76,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.8,0
23,11,0,4,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.5,0
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
22,10,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
33,22,0,2,2,25,0.758,2,0.061,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.75,0
20,8,0,3,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.75,1
33,21,0,3,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.0,1
24,12,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
34,22,0,3,1,29,0.853,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.25,1
67,4,0,2,1,59,0.881,2,0.03,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,12.2,0
34,22,0,3,1,29,0.853,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.25,1
22,12,0,2,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.25,0
34,22,0,3,1,29,0.853,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.25,1
44,15,0,2,1,35,0.795,1,0.023,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,6.0,0
26,15,0,2,1,20,0.769,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
24,12,0,4,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.75,0
76,25,0,2,2,64,0.842,4,0.053,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,9.714,0
30,4,0,4,1,23,0.767,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,3.833,0
354,6,0,2,1,291,0.822,3,0.008,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,29,4.983,0
25,14,0,2,2,19,0.76,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.8,1
34,21,0,3,2,21,0.618,6,0.176,0,0,0,0,0.0,1,2,0.08,1,0,0,0,0,0,5.4,0
27,16,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.5,0
66,14,0,3,1,53,0.803,6,0.091,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,9.833,0
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
32,22,0,2,2,26,0.812,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.2,0
25,15,0,2,1,17,0.68,3,0.12,0,0,0,0,0.0,1,1,0.056,0,0,0,0,0,0,5.0,0
27,17,0,2,2,14,0.519,7,0.259,0,0,0,0,0.0,1,2,0.1,0,0,0,0,0,0,4.2,0
32,21,0,2,2,17,0.531,9,0.281,0,0,0,0,0.0,1,3,0.125,0,0,0,0,0,0,6.5,0
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
24,12,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
23,11,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
24,12,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
24,12,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
24,14,0,2,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.75,0
23,12,0,2,2,17,0.739,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.4,1
20,8,0,3,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.75,1
24,12,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
28,16,0,3,1,21,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.5,1
39,27,0,2,3,32,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.4,0
21,9,0,3,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
32,20,0,3,1,27,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.75,1
22,11,0,2,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
43,30,0,3,2,35,0.814,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.833,0
20,9,0,2,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.75,1
33,21,0,3,2,25,0.758,1,0.03,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.333,0
29,18,0,2,2,23,0.793,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.6,1
21,9,0,3,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
29,18,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.0,0
34,23,0,3,2,28,0.824,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.6,0
21,9,0,3,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
48,35,0,3,2,40,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,1,0,6.667,0
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
30,18,0,3,1,24,0.8,1,0.033,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
28,18,0,2,2,22,0.786,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.4,0
46,34,0,2,5,37,0.804,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.286,0
33,21,0,3,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.0,1
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
33,21,0,2,2,21,0.636,4,0.121,0,0,0,0,0.0,1,2,0.083,1,0,0,0,0,0,5.0,0
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
33,12,0,3,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,1,7.0,0
31,18,0,3,2,25,0.806,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,0
19,8,0,2,1,14,0.737,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.5,1
22,10,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
22,10,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
33,20,0,3,1,27,0.818,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.75,0
36,25,0,2,2,30,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
52,15,0,2,2,43,0.827,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,5.375,0
208,48,0,3,3,145,0.697,29,0.139,5,2,5,0,0.0,0,0,0.0,1,0,0,0,3,1,5.613,0
28,17,0,2,1,22,0.786,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.4,1
30,19,0,2,3,23,0.767,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.833,1
39,28,0,2,2,33,0.846,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.6,1
35,23,0,3,1,30,0.857,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.5,1
23,11,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
25,12,0,3,2,15,0.6,3,0.12,0,0,0,0,0.0,1,2,0.125,1,0,0,0,0,0,3.6,0
29,18,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.0,0
23,11,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
19,8,0,2,1,14,0.737,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.5,1
53,40,0,3,2,41,0.774,1,0.019,0,0,0,0,0.0,1,1,0.023,1,0,0,0,0,0,4.667,0
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,5.5,1
23,11,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
36,24,0,3,1,31,0.861,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.75,1
89,11,0,4,2,78,0.876,4,0.045,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,13.667,0
32,21,0,3,2,26,0.812,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.2,0
23,11,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
21,10,0,2,2,15,0.714,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.0,1
30,20,0,2,1,24,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.8,0
23,12,0,2,1,17,0.739,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.25,0
38,25,0,3,2,27,0.711,4,0.105,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.2,0
44,24,0,3,2,34,0.773,4,0.091,0,0,0,0,0.0,0,0,0.0,1,0,0,0,1,1,7.6,0
26,15,0,3,1,19,0.731,2,0.077,0,0,0,0,0.0,1,1,0.053,0,0,0,0,0,0,5.25,0
32,21,0,3,2,26,0.812,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.2,0
21,10,0,2,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
29,15,0,4,2,23,0.793,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,0
35,23,0,3,1,30,0.857,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.5,1
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
28,15,0,3,2,22,0.786,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,0
31,17,0,4,2,18,0.581,6,0.194,0,0,0,0,0.0,1,2,0.091,1,0,0,0,0,0,4.8,0
45,34,0,3,2,38,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,6.333,0
25,15,0,2,2,19,0.76,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.8,0
27,16,0,2,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
27,14,0,3,2,17,0.63,4,0.148,0,0,0,0,0.0,1,3,0.167,1,0,0,0,0,0,5.25,0
37,25,0,3,1,32,0.865,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,8.0,1
31,20,0,2,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,1
60,21,0,3,2,33,0.55,18,0.3,0,0,0,0,0.0,0,0,0.0,1,0,0,0,1,2,6.375,0
30,18,0,2,2,22,0.733,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.4,0
33,22,0,2,2,27,0.818,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.4,1
37,25,0,3,1,32,0.865,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,8.0,1
34,22,0,3,3,27,0.794,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
38,24,0,4,2,26,0.684,4,0.105,0,0,0,0,0.0,1,1,0.034,1,0,0,0,0,0,5.0,0
20,8,0,3,1,14,0.7,1,0.05,0,0,0,0,0.0,1,1,0.083,1,0,0,0,0,0,3.75,1
26,15,0,2,2,20,0.769,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
45,15,0,5,1,35,0.778,1,0.022,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,3,4.5,0
23,12,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.5,0
31,19,0,3,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,1
25,14,0,2,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
21,9,0,3,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
32,1,0,2,1,26,0.812,0,0.0,0,0,0,0,0.0,0,0,0.0,1,1,0,0,0,1,5.2,0
21,10,0,2,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
28,17,0,2,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
38,25,0,3,2,28,0.737,3,0.079,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.2,0
32,20,0,3,1,27,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.75,1
31,12,0,11,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.5,0
22,10,0,3,1,16,0.727,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.2,1
34,21,0,3,2,21,0.618,6,0.176,0,0,0,0,0.0,1,3,0.12,1,0,0,0,0,0,5.4,0
33,21,0,3,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.0,1
48,37,0,3,3,41,0.854,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,2,0,6.833,0
19,8,0,2,1,14,0.737,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.5,1
35,23,0,3,1,30,0.857,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.5,1
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
38,23,0,3,1,31,0.816,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,1,5.167,0
19,8,0,2,1,14,0.737,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.5,1
43,30,0,3,2,29,0.674,6,0.14,0,0,0,0,0.0,1,4,0.118,1,0,0,0,0,0,5.833,0
